Station,To,Departure,Arrival,Type,ID
Ht,Ehv,2025-08-02 12:08,2025-08-02 12:27,Int,1
Ht,Ehv,2025-08-02 12:24,2025-08-02 12:43,Int,2
Ht,Ehv,2025-08-02 12:38,2025-08-02 12:57,Int,3
Ht,Ehv,2025-08-02 12:54,2025-08-02 13:13,Int,4
Ht,Ehv,2025-08-02 13:08,2025-08-02 13:27,Int,5
Ht,Ehv,2025-08-02 13:24,2025-08-02 13:43,Int,6
Ht,Ehv,2025-08-02 13:38,2025-08-02 13:57,Int,7
Ht,Ehv,2025-08-02 13:54,2025-08-02 14:13,Int,8
Ht,Ehv,2025-08-02 14:08,2025-08-02 14:27,Int,9
Ht,Ehv,2025-08-02 14:24,2025-08-02 14:43,Int,10
Ht,Ehv,2025-08-02 14:38,2025-08-02 14:57,Int,11
Ehv,Ht,2025-08-02 12:02,2025-08-02 12:21,Int,13
Ehv,Ht,2025-08-02 12:17,2025-08-02 12:36,Int,14
Ehv,Ht,2025-08-02 12:32,2025-08-02 12:51,Int,15
Ehv,Ht,2025-08-02 12:47,2025-08-02 13:06,Int,16
Ehv,Ht,2025-08-02 13:02,2025-08-02 13:21,Int,17
Ehv,Ht,2025-08-02 13:17,2025-08-02 13:36,Int,18
Ehv,Ht,2025-08-02 13:32,2025-08-02 13:51,Int,19
Ehv,Ht,2025-08-02 13:47,2025-08-02 14:06,Int,20
Ehv,Ht,2025-08-02 14:02,2025-08-02 14:21,Int,21
Ehv,Ht,2025-08-02 14:17,2025-08-02 14:36,Int,22
Ehv,Ht,2025-08-02 14:32,2025-08-02 14:51,Int,23
Ht,Tb,2025-08-02 12:03,2025-08-02 12:17,Spr,25
Ht,Tb,2025-08-02 12:11,2025-08-02 12:26,Spr,26
Ht,Tb,2025-08-02 12:33,2025-08-02 12:47,Spr,27
Ht,Tb,2025-08-02 12:41,2025-08-02 12:56,Spr,28
Ht,Tb,2025-08-02 13:03,2025-08-02 13:17,Spr,29
Ht,Tb,2025-08-02 13:11,2025-08-02 13:26,Spr,30
Ht,Tb,2025-08-02 13:33,2025-08-02 13:47,Spr,31
Ht,Tb,2025-08-02 13:41,2025-08-02 13:56,Spr,32
Ht,Tb,2025-08-02 14:03,2025-08-02 14:17,Spr,33
Ht,Tb,2025-08-02 14:11,2025-08-02 14:26,Spr,34
Ht,Tb,2025-08-02 14:33,2025-08-02 14:47,Spr,35
Ht,Tb,2025-08-02 14:41,2025-08-02 14:56,Spr,36
Tb,Ht,2025-08-02 12:03,2025-08-02 12:18,Spr,37
Tb,Ht,2025-08-02 12:13,2025-08-02 12:28,Spr,38
Tb,Ht,2025-08-02 12:33,2025-08-02 12:48,Spr,39
Tb,Ht,2025-08-02 12:43,2025-08-02 12:58,Spr,40
Tb,Ht,2025-08-02 13:03,2025-08-02 13:18,Spr,41
Tb,Ht,2025-08-02 13:13,2025-08-02 13:28,Spr,42
Tb,Ht,2025-08-02 13:33,2025-08-02 13:48,Spr,43
Tb,Ht,2025-08-02 13:43,2025-08-02 13:58,Spr,44
Tb,Ht,2025-08-02 14:03,2025-08-02 14:18,Spr,45
Tb,Ht,2025-08-02 14:13,2025-08-02 14:28,Spr,46
Tb,Ht,2025-08-02 14:33,2025-08-02 14:48,Spr,47
Tb,Ht,2025-08-02 14:43,2025-08-02 14:58,Spr,48
Ehv,Tb,2025-08-02 12:14,2025-08-02 12:35,Int,49
Ehv,Tb,2025-08-02 12:43,2025-08-02 13:05,Int,50
Ehv,Tb,2025-08-02 13:14,2025-08-02 13:35,Int,51
Ehv,Tb,2025-08-02 13:43,2025-08-02 14:05,Int,52
Ehv,Tb,2025-08-02 14:14,2025-08-02 14:35,Int,53
Tb,Ehv,2025-08-02 12:24,2025-08-02 12:47,Int,55
Tb,Ehv,2025-08-02 12:54,2025-08-02 13:18,Int,56
Tb,Ehv,2025-08-02 13:24,2025-08-02 13:47,Int,57
Tb,Ehv,2025-08-02 13:54,2025-08-02 14:18,Int,58
Tb,Ehv,2025-08-02 14:24,2025-08-02 14:47,Int,59
Ht,Vg,2025-08-02 12:28,2025-08-02 12:32,Spr,61
Vg,Btl,2025-08-02 12:32,2025-08-02 12:38,Spr,61
Btl,Bet,2025-08-02 12:38,2025-08-02 12:45,Spr,61
Bet,Ehs,2025-08-02 12:45,2025-08-02 12:51,Spr,61
Ehs,Ehv,2025-08-02 12:51,2025-08-02 12:54,Spr,61
Ht,Vg,2025-08-02 13:00,2025-08-02 13:04,Spr,62
Vg,Btl,2025-08-02 13:04,2025-08-02 13:10,Spr,62
Btl,Bet,2025-08-02 13:10,2025-08-02 13:17,Spr,62
Bet,Ehs,2025-08-02 13:17,2025-08-02 13:23,Spr,62
Ehs,Ehv,2025-08-02 13:23,2025-08-02 13:26,Spr,62
Ht,Vg,2025-08-02 13:28,2025-08-02 13:32,Spr,63
Vg,Btl,2025-08-02 13:32,2025-08-02 13:38,Spr,63
Btl,Bet,2025-08-02 13:38,2025-08-02 13:45,Spr,63
Bet,Ehs,2025-08-02 13:45,2025-08-02 13:51,Spr,63
Ehs,Ehv,2025-08-02 13:51,2025-08-02 13:54,Spr,63
Ht,Vg,2025-08-02 13:58,2025-08-02 14:02,Spr,64
Vg,Btl,2025-08-02 14:02,2025-08-02 14:08,Spr,64
Btl,Bet,2025-08-02 14:08,2025-08-02 14:15,Spr,64
Bet,Ehs,2025-08-02 14:15,2025-08-02 14:21,Spr,64
Ehs,Ehv,2025-08-02 14:21,2025-08-02 14:24,Spr,64
Ht,Vg,2025-08-02 14:28,2025-08-02 14:32,Spr,65
Vg,Btl,2025-08-02 14:32,2025-08-02 14:38,Spr,65
Btl,Bet,2025-08-02 14:38,2025-08-02 14:45,Spr,65
Bet,Ehs,2025-08-02 14:45,2025-08-02 14:51,Spr,65
Ehs,Ehv,2025-08-02 14:51,2025-08-02 14:54,Spr,65
Btl,Bet,2025-08-02 12:22,2025-08-02 12:28,Spr,66
Bet,Ehs,2025-08-02 12:28,2025-08-02 12:34,Spr,66
Ehs,Ehv,2025-08-02 12:34,2025-08-02 12:38,Spr,66
Ot,Btl,2025-08-02 12:14,2025-08-02 12:22,Spr,66
Tb,Ot,2025-08-02 12:08,2025-08-02 12:14,Spr,66
Btl,Bet,2025-08-02 12:52,2025-08-02 12:58,Spr,67
Bet,Ehs,2025-08-02 12:58,2025-08-02 13:04,Spr,67
Ehs,Ehv,2025-08-02 13:04,2025-08-02 13:08,Spr,67
Ot,Btl,2025-08-02 12:44,2025-08-02 12:52,Spr,67
Tb,Ot,2025-08-02 12:38,2025-08-02 12:44,Spr,67
Btl,Bet,2025-08-02 13:22,2025-08-02 13:28,Spr,68
Bet,Ehs,2025-08-02 13:28,2025-08-02 13:34,Spr,68
Ehs,Ehv,2025-08-02 13:34,2025-08-02 13:38,Spr,68
Ot,Btl,2025-08-02 13:14,2025-08-02 13:22,Spr,68
Tb,Ot,2025-08-02 13:08,2025-08-02 13:14,Spr,68
Btl,Bet,2025-08-02 13:52,2025-08-02 13:58,Spr,69
Bet,Ehs,2025-08-02 13:58,2025-08-02 14:04,Spr,69
Ehs,Ehv,2025-08-02 14:04,2025-08-02 14:08,Spr,69
Ot,Btl,2025-08-02 13:44,2025-08-02 13:52,Spr,69
Tb,Ot,2025-08-02 13:38,2025-08-02 13:44,Spr,69
Btl,Bet,2025-08-02 14:22,2025-08-02 14:28,Spr,70
Bet,Ehs,2025-08-02 14:28,2025-08-02 14:34,Spr,70
Ehs,Ehv,2025-08-02 14:34,2025-08-02 14:38,Spr,70
Ot,Btl,2025-08-02 14:14,2025-08-02 14:22,Spr,70
Tb,Ot,2025-08-02 14:08,2025-08-02 14:14,Spr,70
Btl,Bet,2025-08-02 14:52,2025-08-02 14:58,Spr,71
Ot,Btl,2025-08-02 14:44,2025-08-02 14:52,Spr,71
Tb,Ot,2025-08-02 14:38,2025-08-02 14:44,Spr,71
Vg,Ht,2025-08-02 12:28,2025-08-02 12:32,Spr,72
Btl,Vg,2025-08-02 12:22,2025-08-02 12:28,Spr,72
Bet,Btl,2025-08-02 12:15,2025-08-02 12:22,Spr,72
Ehs,Bet,2025-08-02 12:09,2025-08-02 12:15,Spr,72
Ehv,Ehs,2025-08-02 12:06,2025-08-02 12:09,Spr,72
Vg,Ht,2025-08-02 12:59,2025-08-02 13:03,Spr,73
Btl,Vg,2025-08-02 12:53,2025-08-02 12:59,Spr,73
Bet,Btl,2025-08-02 12:45,2025-08-02 12:51,Spr,73
Ehs,Bet,2025-08-02 12:39,2025-08-02 12:45,Spr,73
Ehv,Ehs,2025-08-02 12:35,2025-08-02 12:39,Spr,73
Vg,Ht,2025-08-02 13:28,2025-08-02 13:32,Spr,74
Btl,Vg,2025-08-02 13:22,2025-08-02 13:28,Spr,74
Bet,Btl,2025-08-02 13:15,2025-08-02 13:22,Spr,74
Ehs,Bet,2025-08-02 13:09,2025-08-02 13:15,Spr,74
Ehv,Ehs,2025-08-02 13:06,2025-08-02 13:09,Spr,74
Vg,Ht,2025-08-02 13:58,2025-08-02 14:02,Spr,75
Btl,Vg,2025-08-02 13:52,2025-08-02 13:58,Spr,75
Bet,Btl,2025-08-02 13:45,2025-08-02 13:52,Spr,75
Ehs,Bet,2025-08-02 13:39,2025-08-02 13:45,Spr,75
Ehv,Ehs,2025-08-02 13:36,2025-08-02 13:39,Spr,75
Vg,Ht,2025-08-02 14:28,2025-08-02 14:32,Spr,76
Btl,Vg,2025-08-02 14:22,2025-08-02 14:28,Spr,76
Bet,Btl,2025-08-02 14:15,2025-08-02 14:22,Spr,76
Ehs,Bet,2025-08-02 14:09,2025-08-02 14:15,Spr,76
Ehv,Ehs,2025-08-02 14:06,2025-08-02 14:09,Spr,76
Btl,Vg,2025-08-02 14:53,2025-08-02 14:59,Spr,77
Bet,Btl,2025-08-02 14:45,2025-08-02 14:51,Spr,77
Ehs,Bet,2025-08-02 14:39,2025-08-02 14:45,Spr,77
Ehv,Ehs,2025-08-02 14:36,2025-08-02 14:39,Spr,77
Bet,Btl,2025-08-02 12:30,2025-08-02 12:37,Spr,78
Ehs,Bet,2025-08-02 12:24,2025-08-02 12:30,Spr,78
Ehv,Ehs,2025-08-02 12:21,2025-08-02 12:24,Spr,78
Btl,Ot,2025-08-02 12:37,2025-08-02 12:44,Spr,78
Ot,Tb,2025-08-02 12:44,2025-08-02 12:50,Spr,78
Bet,Btl,2025-08-02 13:00,2025-08-02 13:07,Spr,79
Ehs,Bet,2025-08-02 12:54,2025-08-02 13:00,Spr,79
Ehv,Ehs,2025-08-02 12:51,2025-08-02 12:54,Spr,79
Btl,Ot,2025-08-02 13:07,2025-08-02 13:14,Spr,79
Ot,Tb,2025-08-02 13:14,2025-08-02 13:20,Spr,79
Bet,Btl,2025-08-02 13:30,2025-08-02 13:37,Spr,80
Ehs,Bet,2025-08-02 13:24,2025-08-02 13:30,Spr,80
Ehv,Ehs,2025-08-02 13:21,2025-08-02 13:24,Spr,80
Btl,Ot,2025-08-02 13:37,2025-08-02 13:44,Spr,80
Ot,Tb,2025-08-02 13:44,2025-08-02 13:50,Spr,80
Bet,Btl,2025-08-02 14:00,2025-08-02 14:07,Spr,81
Ehs,Bet,2025-08-02 13:54,2025-08-02 14:00,Spr,81
Ehv,Ehs,2025-08-02 13:51,2025-08-02 13:54,Spr,81
Btl,Ot,2025-08-02 14:07,2025-08-02 14:14,Spr,81
Ot,Tb,2025-08-02 14:14,2025-08-02 14:20,Spr,81
Bet,Btl,2025-08-02 14:30,2025-08-02 14:37,Spr,82
Ehs,Bet,2025-08-02 14:24,2025-08-02 14:30,Spr,82
Ehv,Ehs,2025-08-02 14:21,2025-08-02 14:24,Spr,82
Btl,Ot,2025-08-02 14:37,2025-08-02 14:44,Spr,82
Ot,Tb,2025-08-02 14:44,2025-08-02 14:50,Spr,82
Ehs,Bet,2025-08-02 14:54,2025-08-02 15:00,Spr,83
Ehv,Ehs,2025-08-02 14:51,2025-08-02 14:54,Spr,83
Vg,Btl,2025-08-02 12:02,2025-08-02 12:08,Spr,84
Btl,Bet,2025-08-02 12:08,2025-08-02 12:15,Spr,84
Bet,Ehs,2025-08-02 12:15,2025-08-02 12:21,Spr,84
Ehs,Ehv,2025-08-02 12:21,2025-08-02 12:24,Spr,84
Bet,Btl,2025-08-02 12:00,2025-08-02 12:07,Spr,85
Btl,Ot,2025-08-02 12:07,2025-08-02 12:14,Spr,85
Ot,Tb,2025-08-02 12:14,2025-08-02 12:20,Spr,85
Ehs,Ehv,2025-08-02 12:04,2025-08-02 12:08,Spr,86
